,tweet,bert_predict,lstm_predict,bert_lstm_predict
1042,vaksin sinovac gak garai tahes tambah garai lemeslinu kabeh,-1,-1,-1
1043,ya allah abis vaksin sinovac sakit kepala gini pegel hmm kek abis suntik pas sd,-1,-1,-1
1044,alhamdulillah vaksin sinovac bersahabat tubuhku,1,1,1
1045,abis vaksin sinovac perut jadi lapar terus wkwkw,-1,1,1
1046,teringat pagi aku goreng pasai vaksin pfizer dgn sinovac padahai lari skop,-1,-1,-1
1047,vaksin covid indonesia jenis sinovaccoronavac vaxzevria astra zenecca tweeps,1,1,1
1048,nggak ngerti sama orang udah divaksin sinovac karena negara yurep gak menerima turis vaksin ngebet banget cari informasi bisa disuntik vaksin lagi segitunya pengen traveling ya wk,-1,-1,-1
1049,duterte puji keamanan vaksin sinovac ada laporan kematian presiden filipina rodrigo duterte memuji keamanan vaksin virus corona covid buatan perusahaanperusahaan biofarmasi china pernyataan duterte membela keputusan pemerintahannya untuk membeli vaksin corona,1,-1,1
1050,otoritas kesehatan china memberikan persetujuan penggunaan darurat vaksin covid sinovac kelompok usia tahun,-1,1,-1
1051,pgn vaksin astra trnyt dapetnya sinovac,1,-1,1
1052,katany abis vaksin sinovac bakal laperan drtd ga kelaperan tb barusan bgt laper,-1,-1,-1
1053,abis vaksin sinovac kmrn alhamdulillah gak efek macem pegel dikit bgt,1,-1,-1
1054,maren bener berita vaksin sinovac pas gue nya udah vaksin dapet sinovac,-1,-1,1
1055,tahniah berjaya mendapatkan vaksin pfizer astrazeneca sinovac sinopal sila datang pusat vaksinasi bahenol segera,1,1,1
1056,kisahlah vaksin sinovac astrazeneca peefaizer yang penting vaksin,1,1,1
1057,efek vaksin sinovac badan sakit ngantuk banget demam sakit kepala sekarang,-1,-1,-1
1058,fase vaksin ratarata dokter males ah vaksin sinovac moderna pfizer aja yaudahlah tunggu terus menunggu tidak datangdatang yawdalah nasib sinovac aja,-1,-1,-1
1059,terus tetangga bersekolah cina jenis vaksin yang di perbolehkan untuk kesana sinovac,-1,-1,-1
1060,masih mikir vaksin engga mending astrazeneca sinovac yg penting skrng harus vaksin disertai penyakit bawaan yg perlu diperhatikan ga bakal vaksin kalo screening gak lulus,-1,-1,-1
1061,nuwun sewu dok misal dosis kedua vaksin sinovac dari hari berpengaruh terbentuknya antibodi pengaruhnya positif negatif dok maturnuwun,-1,1,1
1062,yg pd sharing vaksin sinovac ga efek samping berlebihan tau rasanya vaksin az gw ngilu parah udh kyk tulang retak kl gerak dikit,-1,-1,-1
1063,maskeran emoh jaga jarak emoh cuci tangan mek lek pas kenek ledok tok virus gak dipercoyo giliran onok kriteria orang tidak diberikan vaksin covid sinovac protes ngarep kontol,-1,-1,-1
1064,jadi inget perkataan sodara pas bertamu rumah mending milih vaksin pfizerdaripada sinovac ga meyakinkan sinovac ituaku percaya ama imunku dewe berkata jumawapadahal masuk rumah aja ndak cuci tangan halah,-1,-1,-1
1065,alhamdullillahselesai bapa ambil vaksin pfizer mama ambil vaksin sinovac,1,1,1
1066,ayok vaksin merah putih mau kalah sinovac sinopharm shino aburame,-1,-1,-1
1067,efek vaksin kemarin sehari setelahnya mulut berasa pait kayak sakit gitu tp alhamdulillah skg udah ngga berasa pait karna az kemarin udh langka dapet sinovac gpp namanya jg ikhtiar bertahan pandemi,-1,-1,-1
1068,dapet sinovac besok vaksin hehehe,1,1,1
1069,vaksin yg udah mulai jalan lansia sinovac ya nusantara,1,-1,1
1070,curiga lonjakan inveksi covid ini adlh serangan biological weapon ma destruction bwmd susulan cina komunis kpd indonesia tujuannya untuk cepat memasukkan juta dosis vaksin sinovac telah dipesan indonesia covid sdg tinggi,-1,1,-1
1071,vaksim gotong royong yg berbayar vaksin sinovac lain pilih yok vaksin untk kesehatab,1,-1,1
1072,untuk diketahuivaksin coronavac diproduksi sinovac membutuhkan dua kali penyuntikan masingmasing mililiter jarak waktu hari presiden menerima suntikan pertama januari,-1,1,1
1073,tau ga ya untuk vaksin sinovac yang punya riwayat paru gimana tetep periksa,-1,-1,-1
1074,vaksin disiloam pake coronavac tu vaksin sinovac sih maksudnya wkw,-1,-1,-1
1075,nanya udah vaksin tahap sinovac aja yang di rasain,-1,-1,-1
1076,anyway hari aku vaksin senangnya dapetnya sinovac efeknya tangan kirinya pegal,1,-1,1
1077,vaksin ulang pakai az yg mengandung adenovirus pak sinovac jebol pak garda depannya remuk pak serius lah cc pak presiden,-1,-1,-1
1078,harus dua vaksin sinovac astrazeneca kalo sinovac efektif harus pakai astrazeneca efek sampingnya banyakk banget ariel noah aja vaksin pake sinovac gw ogah kalo mesti vaksin pake astrazeneca,-1,-1,-1
1079,jadi aku dapet vaksin sinovacrasanya abis vaksin tuh laper banget ngantuk efek beda beda ya orang buat ku pribadi sekali ga sakit sih tingkat rasa sakit orang jg bedabeda ya jd menurut ku ga perlu takut divaksindemi kebaikan,-1,-1,-1
1080,gue pribadi takut kalo disuntik pfizer udah vaksin btw pake sinovac rentang april mei karna nakes,-1,-1,-1
1081,dear tweeps profesinya dokter tanya pernah vaksin covid dosis pertama sinovac bulan maret ga sempet lanjut dosis kedua pas jadwal vaksin keduanya kena tipes baiknya ya kl vaksin perlu vaksin ulang dosis pertama,-1,1,-1
1082,selamat malam mimin liatliat trending nih yups indonesia dikabarkan mendapatkan kuota keberangkatan jemaah haji pasalnya vaksin sinovac yang dipakai indonesia secara ma al mendapatkan izin arab saudi nih,1,1,1
1083,btw ad yg udh dapet vaksin gmana rasanya bener ga si bagusan sinovac drpd astra,-1,-1,1
1084,mei vaksin sinovac juni hasil pcr positive hari demam alhamdulillah,1,-1,1
1085,saran mending kaloo vaksin pilih sinovac aja ya yang astrazeneca,-1,-1,1
1086,sama kantor udah boleh milih vaksin ga udh diwajibkan dateng vaksin kantor ga dulu bareng gw sekarang dapetnya sinovac,1,-1,1
1087,ya orang narkoba pake suntiman gue habis vaksin sinovac aja pegelnya sampe ga bisa tidur,-1,-1,-1
1088,jam disuntik dosis pertama vaksin sinovac ga meriang ga napa bawaannya laper jadi makan melulu wkwkwk,-1,-1,-1
1089,udah vaksin sinovac bulan trus kalo pfizer masuk indo pengen vaksin boleh gak yaa,-1,-1,-1
1090,debatin vaksin sinovac az kalo jkt tuh lansia emang dapetnya sinovac terus tuh dapetnya az,-1,-1,-1
1091,kipi vaksin az berat ya kipi sinovac pegel ama ekstra nguantuk pol,-1,-1,-1
1092,kalo sinovac campur astra gimana ya,-1,-1,-1
1093,kalo di vaksin selain sinovac engga sih cuman nanya sih kan mending gratisan haha,1,1,1
1094,selamat pagi kasus covid jombang terus meroket dilupain ya inget ya sudah disuntikkan vaksin sinovac prokes tetap dijalankan semangat,1,1,1
1095,kalo pacar lu tiba minta putus dijaman covid cepet swab gejala covid salah satunya hilang rasa,-1,-1,-1
1096,kebanyakkan bobo vaksin sinovac efek sampingnya panas badan sakit terus pusing enaknya makan bobo terus,-1,-1,-1
1097,tenaga orang pagi minta jadwal vaksin jam segini dikasih kukasih mamaku sinovac,1,-1,1
1098,sinovac az bismillah semoga abis vaksin jadi istrinya mas gilang aammiin,1,1,1
1099,udah dapet tanggal vaksin sinovac trus baca berita klo pfizer bakal dateng bulan agustus hmm jadi membingung,-1,-1,-1
1100,alhamdulillah emak gw vaksin pake sinovac tinggal gw nih gak tau dapet pake jadwal aja belom jela,1,-1,1
1101,alhamdulillah hari vaksin vaksin nya sinovac sejauh abis vaksin yg bekas suntikan nya pegel laper wkwk,1,1,1
1102,ners maaf tanya vaksin astrazeneccasinovac aman kah untuk penderita asma terima kasih ners,-1,1,1
1103,beks vaksin gratis warga bekasi chandrabaga pakai az sinovac,1,1,1
1104,bahas soal vaksin nih udah tau blm kalo vaksin sinovac aman lho yg ragu khawatir soal keamanan vaksin sinovac merapat,1,1,1
1105,ada dengan jalur distribusi sinovac katanya dapet jt vaksin ndak bulan dikirim,1,1,1
1106,ayah abang vaksin harini alhamdulillah org az org sinovac,1,-1,1
1107,adik habis vaksin trus panik grgr botol vaksinnya coronavac trus telfonin berkali kali minta konfirmasiin polisi yg nyuntikin sinovac bukan,-1,-1,-1
1108,kebanyakan respon orang vaksin sinovac katanya jd ngantukan laper terus lah eta mah saacan urg vaksin ge unggal poe geus tunduh jeung lapar wae,-1,-1,-1
1109,vaksin nya rata rata sinovac ya,1,-1,1
1110,seneng liat tetangga antusias vaksin yg positif covid sdh vaksin tp testimoni kesembuhannya lbh cepat ga memberat yg bikin warga antusias vaksin baik sinovac astrazaneca hamdalah circle tetangga bkn genk genk hamba wagrup yg hobby sebar hoax,1,1,1
1111,yg di vaksin sinovac sape nih nanyaa,-1,-1,-1
1112,sinovac dikira vaksin singapore,-1,-1,-1
1113,kayaknya bakal suntikan lanjutan vaksinasi sinovac mengingat berita kenceng budapest stay healthy moots,1,-1,1
1114,vaksin sinovac beda yaa efek rasanya menua bersamamu,1,-1,1
1115,concern gue sebenernya mau vaksin kerjaan dapetnya vaksin astrazeneca vaksin sinovac gabisa milih gatau dapetnya,-1,-1,-1
1116,ya setelah menanti januari gue vaksin dan kek presiden jokowi iya coronavac punya sinovac,1,-1,1
1117,benci perbuatan dari ras benci ras china pake sinovac sinopharm benci ras yahudi pake moderna pfizer pilihan ini tinggal astrazeneca rawan kasus pembekuan darah,-1,-1,-1
1118,kemaren vaksin gak ngedrop udah dapet jadwal prudential gak lagi karena az kata dokter paru harusnya sinovac ada riwayat sakit paruparu jadi bingung ribet ya mesti nyari sesuai vaksin kalo makanya sakit vania,-1,-1,-1
1119,orangorang nolak vaksin gue nyarinyari yang udah fully vaccinated pake sinovac divaksin dengan vaksin berbeda misalnya pfizer gitu,-1,-1,-1
1120,abis vaksin sinovac ngantuk bgt dr kmrn tidur mulu abis bawaannya pgn makan mulu tangan pegell ditambah perut kram mens hari pertama huh,-1,-1,-1
1121,ada yg bantu jawabkalau pernah vaksin sinovac kira daftar untuk vaksin astrazenecaatau yg ga yajangka waktu lama ya dr vaksin pertama,-1,-1,-1
1122,sinovac kek astrazaneca kek penting vaksin,-1,1,1
1123,updet jam vaksin sinovac pegel aja tangan yg abis disuntik tp ya perasaan gue doang ya gue jd ngantukan bgt,-1,-1,-1
1124,kalo gak salah kata temen gue vaksin sinovac emg efek sampingnya ringan juga gak org ngalamin contohnya gue gak ngerasain gimana abis vaksin lengan atas pegel kaku bagian yg kena injeksi doang,-1,-1,-1
1125,cah yang vaksin katanya astra sinovac efeknya beda yah mau prepare mental sebelum vaksin,-1,-1,1
1126,ketakutan vaksin az ternyata marak ya ga nyangka dulu skeptisnya sinovac,-1,-1,-1
1127,dikasi undangan vaksin kemana skrg udh kasusnya melonjak dateng ngotot minta vaksin udh gitu mintanya sinovac gamau astra,-1,-1,-1
1128,daftar vaksin biasanya suka darah tinggi duluan kalo ngeliat jarum yg udah vaksin sinovac az pilih pencerahannhya,-1,1,-1
1129,kalo udah vaksin sinovac perlu ikut vaksin yg astra,-1,-1,-1
1130,vaksin sinopharm senin besok dijualkarena katanya termasuk vaksin gotong royong hm pdhl sudh klinik terkenal yg jual vaksin sinovac lho yg katanya termasuk vaksin gratis tertawa pojokan yah negeriku marah gov percuma,-1,1,-1
1131,lockdown semakin menyengsarakan rakyat kenapa takut corona imun daya tahan tubuh yang di upgrade dulunya emang ketakutan berlebihan yang bikin cepat mati sinovac pilih aja salah satunya,-1,-1,-1
1132,negara maju kelebihan stok vaksin masyarakatnya ogah divaksinrakyat negara berkembang termasuk indonesia mayoritas bersedia divaksin stok terbataswalau sinovac efficacynya sebaik az pfizer moderna pilihan tersedia,1,1,1
1133,indonesia kembali menerima juta dosis vaksin covid sinovac mei,1,-1,-1
1134,jam pasca vaksin sinovac lapar ngantuk tangan kiri lumayan terasa berat pas diinget kayaknya gara ketindihin mah udah mah gendut salah posisi tidur,-1,-1,-1
1135,sinovac pfizer az produk kapitalis bisnis elit global konspirasi wahyudi vaksin nusantara buatan negeri karya anak bangsa engga ah,-1,-1,-1
1136,pemerintah pusat memastikan pemerintah daerah secara konsisten terus mengamankan vaksin sinovac terus berada suhu derajat celsius itu menjaga kualitas vaksin disuntiikan masyarakat,1,-1,1
1137,geh vaksinisasi sinovac daerah balam mana ya,-1,-1,-1
1138,insyaallah besok vaksin covid ke di mapolda jabar pakenya kata sudahsudah efeknya mirip gejala tipes beda dgn sinovac kekebalan az mencapai dibandingkan sin yg,-1,-1,-1
1139,bagusan vaksin sinovac astrazeneca sih,1,-1,1
1140,abis vaksin jd takut membesarkan anak takut gedenya diceng cengin bapaknya pake sinovac,-1,-1,-1
1141,vaksin astra zeneca efek sampingnya parah sinovac ya,-1,-1,-1
1142,vaksin dosis pertama sinovac alhamdulillah ga efek apa wkwk cuman bekas suntikan aja yg atit,-1,-1,1
1143,vaksin bagus sinovac astrazeneca,1,1,1
1144,arab saudi masukkan sinovac senarai vaksin diterima kemasukan negara menteri jpmhal ehwal agama,1,-1,-1
1145,negara negara menjadi pusat penelitian dunia mendapatkan vaksin pfizer kerugiannya indonesia memakai sinovac penelitian sinovac jumlahnya dikit,-1,1,-1
1146,sebenernya kepengen vaksin pas dilihat astrazeneca wkwkwk auto sinovac udah gak kah,-1,-1,1
1147,bokap nyokap antri suntik vaksin katanya vaksinnya sinovac awalnya iseng cek nama orangtua pedulilindungi ternyata dinyatakan siap vaksin,-1,1,-1
1148,tabe dmn vaksin yg pake jenis sinovac,-1,1,-1
1149,yg positif covid vaksinasi covid sinovac lengkap kali iya baru ada ya coba follow akun yg kompeten utk percovitan follow prof follow akun dr lois atau prof bukan nakes monggo,-1,1,1
1150,alhamdulillah menteri dah umum arab saudi luluskan sinovac vaksin,1,-1,1
1151,ternyata gue vaksin astrazeneca sinovac,1,-1,-1
1152,yaallah pengen vaksin az di kota gua ratarata sinovac kalo ga az syukur syukur pfizer deh wkwkwkwk,1,1,1
1153,vaksin jenis sinovac bikin nafsu makan tinggi ya,-1,1,1
1154,kemarin gamau vaksin katanya takut kipi abis uwe blg kemarin uwe ga kipi orangnya nanya vaksinnya abis dijawab sinovac skrg tnggl gamau vaksin kalo zeneca hadeh,-1,-1,-1
1155,vaksin diusahakan donor darah yaps soalnya sehabis vaksin dosis pertama udah bakal pisan absen donor minimal bulan sinovac kalau az dkk soalnya kasian banyak yang butuh darah yang konvalesen,-1,-1,-1
1156,gw sengaja ninggu gamau vaksin gara gara nunggu pfizer bapak tetep didaftarin dapet sinovac huhu katanya gapapa rendah ngga sekali yaudah deh syukur aja udah kebagian aku iri sama yang dapet pfizer hiks,1,-1,1
1157,jam pasca vaksin sinovac ga pegel jauh pegel vaksin hpv ga demam pening dikit hilang timbul nafsu makan normal banyak kantuk drpd intensitas bab banyak drpd wkwk,-1,-1,-1
1158,vaksin sinovac bikin ngantuk gimana ya ngantuknya kayak udah jam malem,-1,-1,-1
1159,yang dirasa vaksin terus vaksinnya azsinovac,-1,1,-1
1160,udah divaksin sinovac ke dua semoga aja vaksin diragukan negara termasuk singapore yg udah ngerelease protokol newnormal kuat hadang korona,1,1,1
1161,semalam begadang demam paginya vaksin sinovac kedua divaksin demamnya turunbekas suntikan pegel ga efek samping lainsetelah sejam pakai tidur dua jam bangun rasanya demam meriangaku makan semoga besok membaik,-1,1,-1
1162,suer kenyang banget hari penuh tantangan emng dah vaksin sinovac efek terasa pegal ngantuk tapi resiko lapar aturan makan jam tpi jam dah tiba lapar banget makan mie pangsit trs tidur trs jam hrusnya kenyang karna makan pangsit,1,1,1
1163,udh pda vaksin lom pke yg sinovac az apa,-1,-1,-1
1164,guys mau tanya misal udah vaksin sinovac dua bulan boleh vaksin az merk apa nggak ngefek badan gitu,-1,-1,-1
1165,kemaren ngomongin merk vaksin ama sepupu gue vaksin tu bagusan sinovac drpd az tau az yang bermasalah sinovac blm lulus arab yah trus gimana besok gw vaksin dapet nya az kalo mati gmn ya kalo mati mah ajal udah gausah dipikirin gara vaksin,-1,-1,-1
1166,lt bukti hidup dah complete dua dos sinovac alhamdulillah sihat walafiat banyak makan berat maintain pergi vaksin pat perlu takut,1,-1,1
1167,efek pasca vaksin sinovac sampe ini nyeri bagian disuntik marai ngantukan ngelihan,-1,-1,-1
1168,yang udah disuntik vaksin sinovac efeknya klo tau,-1,-1,-1
1169,besok vaksin sinovac katanya kondisi badan ga bgt ambil ga ya jadwal bsk bingung,-1,-1,-1
1170,oke yg dikasih vaksin balik pake sinovac tep ajaa ada orang yg maunya pake az pen bilang kemarin kemana aja browsist,-1,-1,-1
1171,dips yg vaksin rs bhayangkara jenis vaksinnya ya klo udh yg sinovac astrazeneca,-1,1,1
1172,jenis vaksin covid baru tersedia indonesia vaksin jenis sinovac produksi cina vaksin terbuat virus telah dimatikan inactivated virus tidak menimbulkan penyakit covid,-1,-1,-1
1173,hai udah jam selepas vaksin gejala alami cuman laper ngilu dibagian suntik aja selebihnya engga ohya btw vaksin sinovac bulan aju vaksin yg kalinya jangan lupa vaksin ya hari kegiatan aku cuman baring aja dikasur,-1,-1,-1
1174,abis vaksin sinovac yg efeknya ngantuk jam segini tetep aja gabisa tidur,-1,-1,-1
1175,efek vaksin sinovac bikin ngantuk gimana sih ko gua ngantuk ml dah,-1,-1,-1
1176,dips jenis vaksin covax nggak si kebanyakan pake sinovacastrazeneca ya,-1,-1,-1
1177,receh bgt tp ketawa mama blg vaksin sinovac sivonac,1,-1,1
1178,eh tau kagak kalo vaksin sinovac tuh ngelewatin tahapan dinyatakan halal baca sampe abi,-1,1,-1
1179,vaksin sinovac tp dkt pj,-1,-1,-1
1180,kata petugasnya salah satu efek samping vaksin sinovac mengantuk kenapa susah tidur,-1,-1,-1
1181,alhamdulillah nggak nyangka bakal dapet vaksin secepet makasi ya allah jam si sinovac masuk alhamdulillah ada efek apaapa sih aja gitu,1,-1,1
1182,hari jumat kemarin vaksin sinovac untuk dosis pertama efeknya ngantuk aja vaksin ditemani hendra dia udah izin dia pekerjaan penting pekerjaan yg menyangkut kesejahteraan byk orang ya gitu kalo udah urusan keluarga ditinggal hehe,-1,1,1
1183,nggak sih berkeinginan untuk vaksin sinovac,-1,1,-1
1184,eh vaksin bagusan sinovac astra,1,-1,1
1185,besok ak vaksin sinovac,-1,-1,1
1186,caption gausa pilih vaksin vaksin terbaik yang tersedia terus foto kelebihan vaksin sinovac hah,1,1,1
1187,udah vaksin sinovac vaksin astrazeneca bole ga si,-1,-1,-1
1188,sinovac vs astrazeneca gw vs suami sinovac efeknya ngantuk semua gw tanya mempunyai efek ngantuk tertahan bbrp demam gatal jarak vaksin minggu vaksin lebih sakit,-1,-1,-1
1189,moga senin dapet vaksin mandiri suami manado huhu gapapa dah dapet sinovac trus nyampe jerman ga diakuin harus vaksin ulang awal gapapa banget,-1,-1,-1
1190,jam vaksin pertama sinovac gak kipi kalo laper terus mah emang gue gini kayaknya,-1,-1,-1
1191,sinovac juga rilis rd generation vaksin covid yg disebut handle varian delta cs pertinyiinnyi kerjasama sinovac dgn biofarma termasuk ttg update antivirus,1,1,-1
1192,gas vaksin sinovac atau tunggu th biar vaksin astrazeneca ya,-1,-1,1
1193,tf bapaku kemarin hbs vaksin sinovac hari badannya panas mriang wajar,-1,-1,-1
1194,yg kmrn vaksin pake sinovac ga efek sampingnya gimana ya pake astrazeneca gini bgt cuma aku yg lemah,-1,-1,-1
1195,sediakan vaksin sinovac dimanamana puskesmas posyandu rs klinik trus aja buat vaksin gratis bawa ktp aja gitu enak,1,1,1
1196,saham produsen vaksin kenaikan tertinggi dari maret maret terendah flat nilai usd maret maret sempat naik usd des,1,-1,1
1197,nyari vaksin sinovac dmn ya,1,-1,-1
1198,alhamdulillah vaksin pake sinovac puskesmas aja deh coba bawa ktp sehat bismillah semoga lancar tadi ga minta az ya mau jakarta hahahahaha,1,1,1
1199,demam abis vaksin az rasanya mantap mw minta yg sinovac ga dapet dpt az,1,1,-1
1200,efek samping vaksin sinovac parah bgt udah seminggu kerjaannya makan mulu gak kenyang,-1,-1,-1
1201,double vaksin gak sih udh divaksin sinovac pengen vaksin pake zeneca,-1,-1,-1
1202,vaksin covid yg sdh indonesia punya sinovac astrazeneca sinopharm moderna baru dtg banget,1,1,1
1203,ga yg abis vaksin sinovac lemes batuk guys,-1,-1,-1
1204,huft badan aga anget efek hari vaksin sinovac,-1,-1,1
1205,vaksin sinovac jarumnya ga kerasa ya,-1,-1,-1
1206,vaksin sinovac yg ku rasakan sendi ngilu spt habis futsal kepala posenk mudah lapar layaknya edie brooks dimasuki venom aman sejauh,1,1,1
1207,qfadiya selamat sore dokter izin bertanya ada perbedaan efektifitas vaksin sinovac astra zaneca,-1,1,1
1208,vaksin sinovac china makan terus bawaannya cara kerja vaksin sama efek sampingnya aja yg beda,-1,-1,-1
1209,capek bgt vaksin aja kastanya yah sinovac ga ke eropa,-1,-1,-1
1210,stelah vaksin sinovac pengen dosis az aja boleh gak,-1,-1,-1
1211,ayahku kakak udah divaksin bio covid sinovac kali dinyatakan positif covid kemarin minggu juni puji tuhan ayah gejala batuk flu ringan ga kesusahan nafas hilang rasa penciuman kakak cuman hidung tersumbat jadi susah tidur nyenyak,-1,-1,-1
1212,agak cluele jenis jenis vaksin yaudah dapatnya sinovac katanya bagus,1,1,1
1213,jujur efek samping vaksin sinovac yg berasa gue tuh laper gue makan malem kali saking lapernya trs sarapan kalicemilan trs gue makan siang sekali,-1,1,-1
1214,jam vaksin dosis pertama tangan kiri disuntik cukup terasa sakit demam pusing,-1,-1,-1
1215,gue rasa klo orang memilih nunggu vaksin azpfizer ketimbang sinovac tuh gpp ya emg vaksin tuh fungsinya supaya kebal virus kan meminimalisir resiko klo kata expedatametode penelitian sinovac blm terbuka ya wajar ga sih jd mempertimbangkan,-1,-1,-1
1216,orang pertama lamongan disuntik vaksin sinovac,-1,1,-1
1217,udah vaksin sinovac,-1,-1,1
1218,bedanya vaksin sinovac astrazeneca ya,-1,-1,1
1219,tabe yg tau dimana untuk vaksin sinovac,-1,1,-1
1220,autoimun yang udah vaksin sinovac ngefek nggak autoimunnya gue takut ngefek psoriasis,-1,-1,-1
1221,teman yg share gmn stelah vaksin covid sinovac ga ya daftarin mertua maju mundur eyangku udah fix ga atau mending tunggu singapore buka wisata vaksin aja,1,-1,-1
1222,nakpa kata nya ya nok dapat vaksin ya pfizer ngan sinovac sukati jak pdh orang encuri mun kau tek maok gilak datang ko sitok anbik ko vaksin sitok yahh,-1,-1,-1
1223,hari dapet vaksin sinovac yg dirasakan skrng bekas suntikan kemeng agak pusing dikit,-1,-1,-1
1224,gue hari sabtu vaksin dapat yg sinovac hari menggigil gini katanya sih normal,-1,1,-1
1225,perspektif biar gak dibilang pro vaksin vs vaksin barat ya setuju respons antibodi pfizermoderna gt astra zeneca gt sinopharm gt sinovac setuju efektivitas mencegah penularan gejala infeksi seperti atas,-1,-1,-1
1226,diprank vaksin sinovac pusing menggigil ngilu sebadan demam dirumah yg vaksin org yg sakit gue doang,-1,-1,-1
1227,ditawarin vaksin sinovac ogah skrg astrazaneca udh ganti batch jg ogah takut itu tp ngeluh pandemi ga kelar pengen gue sentil ginjalnya,-1,-1,-1
1228,kalo vaksin milih gak ya ada yg astrazeneca sinovac tuh milih gak ya,-1,-1,-1
1229,abis vaksin sinovac rasanya pgn makan trs nasi padang pgn bgt harus pergi kota dapet yg enak rasanya,1,1,1
1230,moots nanya udah vaksin sinovac,-1,-1,-1
1231,khofifah melihat langsung proses pemberian vaksin sinovac orang peserta vaksinasi loh,1,-1,1
1232,hari setelah vaksin sinovac badan gue ngilu gak enak banget rasanya kayak demam gitu,-1,1,-1
1233,sinovac bagus ga sih taii syarat ikut kelas offline vaksin jnck,1,-1,1
1234,vaksin sinovac terpantau demam sakit kepala pilek rujuk poli odp senin rencana swab nasoorofaring rontgen thorax cek lab ah mantap,-1,1,-1
1235,fyi guys stelah vaksin sinovac klian mending gausah kemana dlu hari,-1,-1,-1
1236,vaksin sinovac gratis dimana si daftarnya kenapa tawarannya astrazaneca serem,-1,1,1
1237,orangorang abis vaksin sinovac yang ngantuk pegel makan mulu kalo gua jadi seger berasa pake doping masih berasa bau vaksinnya aneh,-1,-1,-1
1238,sindiran gue ig story nyampe temen segeng gue vaksin az tadinya mau nunggu sinovac aja huahahahaha,1,-1,1
1239,nama dah submit untuk vaksin sinovac takutt,-1,-1,-1
1240,sy bakal menerima vaksin geng fasa cerita sekarang tahu vaksin apo dapat sinovac,-1,1,1
1241,jam makan jam vaksin dosis pertama sinovac jam udh makan efeknya laper pegel bahu kalo pake asta zineca katanya efeknya dahsyat demam hari naik turun terus,-1,-1,-1
1242,vaksin sinovac ternyata beda vaksin pfizer kita butuhkan kesadaran untuk tetap menjaga kesehatan daya tahan tubuh yg baik melawan virus dia hinggap tubuh kitadrpd pusing mikirin vaksin yg beda fungsi pencegahannya jaga sendiri,-1,-1,-1
1243,cawangan klinik adik jd pust vaksin sinovac,-1,-1,-1
1244,hari vaksen dapet double prank awalnya aplikasi jaki dpt tempat sd wijaya kusuma udh ngegojek sampe sepi terntyata dipindah puskesmas grogol udh sampe tmpt vaksin awalnya jaki tertulis dpt astrazeneca pas di coblos sinovac ya mbak,-1,-1,-1
1245,vaksin sinovac utk usia brp,-1,-1,1
1246,nomor kontak rsb lemdiklat polri tidak diangkat istri vaksin sinovac dua lelah ya semoga istri tidak parah mohon doa nya kawan kawan mendoakan cepat selesai aamiin,1,-1,1
1247,yg abis vaksin sinovac jadi positif yg ga kena vaksin jadi ketuleran,-1,-1,-1
1248,tuh vaksin bln maret yg bulan april yg dipake sinovacbiasanya kalo pagi vaksin flu ringan common coldntar siang jam sdh hilang divaksin nga lagi flu ringan karena vaksin yaada yg mengalami aku,-1,-1,-1
1249,teruntuk warga muncul vaksin sinovac menentang menolak vaksin sekarang yg muncul jenis vaksin astra nyarinya sinovac,-1,1,-1
1250,saya pengen disuntik vaksin sinovac ketimbang astrazeneca yaudah diterima disyukuri,1,-1,1
1251,pengen vaksin tp pgn sinovac aja gamau az,-1,-1,-1
1252,kira kira kalo vaksin sinovac abis diganti smadav ga biar ampuh menangkal virus kopit,-1,-1,-1
1253,barusan vaksin jenis sinovac reaksi awal tangan pegal agak pusing pusing kayak naik angkot gt ya reaksinya cepet ya gak nyampe menit,-1,-1,-1
1254,kira yg bilang efek samping vaksin sinovac cuma laperan sm ngantuk bohongan ternyata bener,-1,-1,-1
1255,jatah vaksin sinovac udah abis gimana ya ngeri banget vaksin cuma dapet jatah astra zeneca huhuhu,-1,-1,-1
1256,anggota dpr memaksa bpom untuk meloloskan uji klinis vaksin nusantara punya agenda yah klo ternyata udah divaksin sinovac yg jelas lolos uji klinisnya,-1,-1,-1
1257,efek umum divaksin pfizer sinovac sinopharm ga efek moderna efek meriang dosis kedua astrazeneca parah kali vaksin meriang,-1,-1,-1
1258,mau ketipu soal vaksin iniitu yg manjur ngadepin covid varian abc ya cuma perang bisnis jg biar vaksin dibelikeluarga besar gw vaksin sinovac gejalanya sebentar yg vaksin sekali mereka umurnya diatas,-1,1,-1
1259,fyi aja nih gan kalo abis vaksin sinovac jadi ngantuk bgt reaksi sampe skrg nihil terpantau aman lengannya pegel doang dikit,-1,1,-1
1260,guys yg udah vaksin vaksin sinovac astrazeneca,-1,1,1
1261,china menyetujui penggunaan darurat vaksin covid asal sinovac anak remaja kelompok tahun,-1,-1,-1
1262,eh klo vaksin yg dr pemerintah yg klo dki daftarnya pake jaki sinovacastra dah,-1,-1,-1
1263,percakapan anak muda irlandia carlos km gak jadi pacarku zainab syaratnya carlos emang zainab vaksin minimal dosis satu carlos sudah vaksin zainab pakai vaksin carlos sinovac zainab maaf nyari astrazeneca,-1,-1,-1
1264,kaget sih pemerintah ri bisnis vaksin sinovac tementemennya kan bisnisin,-1,-1,-1
