,tweet,bert_predict,lstm_predict,bert_lstm_predict
633,problemnya duit pemerintah butuh dana untuk bantu pengadaan pelaksanaan vaksinasi gratis ya disisirlah pengusaha kaya indonesia bikin appeal terbuka suruh orang nyumbang kasih gesture misal bulan depan pejabat gak ada terima gaji,-1,1,-1
634,seyakin lu suntik vaksin covid baik berguna tubuh interaksi sosial,1,-1,1
635,vaksinasi turut membantu indonesia untuk sehat kembali dulu displin prokes kasih kendor biar pandemi berlalu,1,1,1
636,gini nih klo kecambah dikasih otak udah ga usah blunder ttg covid klo lw ga bantu lebih baik lw diem aja bikin keadaan yg udah runyam tambah runyam,-1,-1,-1
637,ralat tweeps tolong bantu cari penyintas covid utk donor plasma konvaselen budeku golongan darah ab cowokcewek pernah hamilmelahirkan sembuh covid min hari max bulan vaksin covid lokasi jakarta cp,1,1,1
638,oke guys jadi pagi lab di antigen lagii hasil pertama negatif hasil dua negatif guys thankyou ya semua mutualku udah suppodan bantu doa sumpah nangis bgt bisa negatif covid suhu tubuh masi tinggi,-1,-1,-1
639,duh covid tinggi ternyata perbanyak wfh kalo gini musimnya kek pancaroba kalo pagi dingin bet siang panas sorean ujan wfh lumayan bantu jaga keseimbangan fisik sering kena polusi kepanasan nggak baik badan,1,-1,1
640,masa pandemi tidak etis membandingkan pemerintahan dan sebaiknya membantu pemerintah mem vaksin masyarakat secepatnya,-1,1,-1
641,awalnya tdk percaya covid stlh melihat kenyataan percaya skrng ganti tdk percaya vaksin pdhl stlh terbentuk herd immunity krn vaksinasi yg sdh berhasil ikut menikmati kebebasan lha pola kata kunci yg dimainkan percaya gitu terus cape deeh,-1,-1,-1
642,saran denger orang yang kena covid coba langsung tanya butuh gw tau banget rasanya dapet supposelama isoman jadi kebiasaan harus dilestarikan yuk bantu selagi bantu yang kena dampak covid boleh pokoknya bantu dah,-1,-1,1
643,moots bantu jawab ya pendapat mengenai proses belajar mengajar saat pandemi covid,1,1,1
644,handsanitizer membantu mengatasi covid covid kemumetan teratasi,1,1,1
645,malam minggunya rumah aja ya itungitung bantu pemerintah mengurangi kasus covid,1,-1,1
646,jd tujuannya psbb kurangin polusi tekan penyebaran covid eniwey jalanan tetep padet ah covid tetep ngegas merasa berhasil,1,-1,-1
647,benci banget ama orang orang slow respon kalo orangnya emang bener tugasin ngasih jawaban soal kayak hati mampus kek lu kena corona biar ganti ama orang yg berguna dr lu,-1,-1,-1
648,tetangga positif covid divaksin vaksinya gak berguna malah bikin positif vaksin covid saat manfaatnya baru pada meringankan gejala covid ada jaminan kebal covid tetap patuhi protokol kesehatan,1,-1,1
649,apakabar pervaksinan kalau di vaksin kelak jadi titan tolong bantu jawab,-1,-1,-1
650,lagi mengingatkan garda terdepan atas serangan pandemi adalah kita bukan orang taat prokes bantu nakes kerja tidak berlebih yg bisa menambah penderita rs lindungi sendiri maksimal,-1,1,1
651,minggu dirumah aja amat membantu nakes rs dokter pemerintah menekan angka covid,-1,1,-1
652,mohon infonya donk ada perawatsusternakes yg membantu merawat pasien lansia yg positif covid posisinya isoman rumah thanks min,1,1,1
653,pemprov dki terima kasih udah bikin jaki berguna banget daftar vaksin,1,1,1
654,presiden kuba miguel diazcanel mengumumkan salah satu vaksin covid tengah dikembangkan negaranya berhasil mencapai efikasi persen tingkat keefektifan tinggi dicapai vaksin corona dinamai vaksin abdala diberikan tiga dosis,1,1,1
655,indonesia langsung bangkit kembali kami bantu hentikan pandemi dengan ikuti vaksinasi bakal menghimpit angka penularan covid bangkit lawan pandemi,-1,1,-1
656,dunia lgi porak poranda corona buyar rencana yg udah ditunda menjauh hal negatif impect bgt berguna ya kalo ngga metal yg kena,-1,-1,-1
657,dah melow melow nya skrg lanjut nugas bsok siang ujian lisan pagi bantu vaksinasi pusk,-1,-1,-1
658,ppkm tingkat rw efektif contoh kasus rw basis konsepnya kesukarelaan kekeluargaan kalo pak rw slek warga gimana si warga tsb memiliki benda yg dibutuhkan untuk bantu pasien covid warga berjuang sendiri,1,1,1
659,pandemi ini kita membahu satu lain membantu satu sama lain tidak terjadi kesedihan pandemi ini banyak diluar orang meminta pertolongan kita,1,-1,1
660,khofifah minta pangkoarmada ii untuk bantu pelaksanaan vaksinasi warga pesisir pantura tapal kuda,1,-1,1
661,ada omongan covid tuh udh kena diri cuman imun nya aja yg berhasil ngejaga jadi ga berasa apa engga coy lu bakal tau pasti bakal ngerasa badan lu udh kena si covid,-1,-1,-1
662,ajak bantu kjaan pn berhadapan pendemik covid tahu idea di facebook selamatkan rakyat negara,1,-1,1
663,alih alih sertifikat vaksin dibisnisin cari uang udah tau warganya kesusahan pas pandemi gini baik dikasih cara solusi biar biaya dikeluarin lebih murah intinya membantu warganya malah berdalih ini membantu biar meringankan,1,1,1
664,ih uu gua sakit seminggu terus gejala nya kayak gejala corona gitu terus ibu gua dateng rumah uu gua uu gua tuh sebatang kara gitu gak anak suami nya udah meninggal jadi gak yang bantubantu semoga sakit semoga corona,-1,1,-1
665,berharap usaha saya melawan menerangkan kecelaruan golongan antivaksin membantu rakan petugas barisan hadapan kalangan pegawai perubatanapa penerangan baik vaksin ringankan tangan untuk kongsimari hapuskan kebodohan masyarakat,-1,-1,1
666,mari vaksin virus bercokol semakin lama badai resesi dunia berlangsung yang kehilangan kerjaan selama pandemi yuk bantu dengan cara vaksinasi kalahkan pandemi,-1,-1,1
667,heran pandemi udh setahun tp masi aja yg percaya konspirasi covid itu temen kek haduh mending bantu nakes deh rs biar positif dikit gt hidup,-1,-1,-1
668,laju vaksinasi indonesia turun ribu dosis harus panik harus waspada iya karena ada penyakit herd immunitynya berhasil vaksin gencar contoh campak penyakit bisa kembali tingkat vaksinasinya turun,-1,-1,-1
669,pangdam diponegoro perintahkan prajurit tni untuk membantu penanganan covid kabupaten kudus jawa tengah saat tengah amuk covid prajurit tni akan perbantukan untuk merawat pasien positif covid kudus membantu pemakaman,1,1,1
670,diskon pajak ngasih keringanan beban ekonomi masyaralkat tengah pandemi covid sisi insentif jg berhasil memberi signifikansi trhdap penerimaan daerah pemprov jatim,1,1,1
671,tuh kepedulian masing masy lini terbawah mjd modal penting penyebaran covid indonesia bsa berhasil tekan di turunkan,1,1,1
672,ulama dilibatkan untuk membantu nakes mengedukasi soal bahaya covid kalo ga panjang umur perjuangan,-1,1,1
673,hari positif covid sudah sejak hari katanya puskesmas tangerang selatan kehabisan obat ada yg bs bantu informasi ttg supply obat utk pasien yg isoman wilayah tangsel hubungi kmn ya makasih,-1,1,1
674,pertanyaan utk teman yg pulih apakah yg merasakan rasa letih yg berkepanjangan stlh pulih iya saran utk membantu pemulihan lumayan ganggu soalnya kl tidur siang krn merasa lelah mengganggu waktu tidur malam,-1,1,-1
675,allah swt hantar tenteranya bernama covid varian baru lain bukan iaitu mengetuk pintu hati orang kaya raya mahupun jutawan membantu golongan fakir miskinsebelum hadirnya covid kebanyakkan duit ringgit orang kaya raya disimpan bawah katil bilik,-1,1,1
676,makanan yg bantu sembuh covid ya temen,1,1,1
677,stop gaji besar orang orang berguna komisaris bumn asal comot staf milenial presiden ksp seluruh jajarannya staf khusus presiden bpip pimpinan dewas kpk wantimpres staf khusus staf ahli kementerian pakai gaji untuk penanganan covid,1,-1,1
678,cerita negri debah pemerintah vaksin berguna antibodi kita sehat ekonomi bangkit kurang juta vaksin didistribusikan kemasyarakat indonesia masyarakat korban ppkm ler,1,-1,1
679,covid ada berbahaya saat covid naiknaiknya tidak percaya ngeyel diam dirumah tetaplah hidup tak berguna setidaktidaknya tidak menyebarkan covid kami yang percaya waspada peduli,-1,-1,-1
680,relawan mari bantu rakyat indonesia menjadi relawan nakes covid rmh sakit tempat isoman covid tunjukkan jk fpi bkn organisasi yg di anggap musuh pemerintahmari bantu pemerintah utk berjuang melawan pandemi,1,-1,1
681,baru semalam bikin instastory ttg covid paginya kabar org gereja yg semalam kondisinya drop bonyok bantu nyari ambulance rs gak dpt pas udh dpt paginya meninggal krn covid,-1,-1,-1
682,jadi donor darah plasma konvalesen donor darah penyintas covid untuk membantu pasien yang sembuh corona,1,1,1
683,rekomendasikan cara bisa berhasil kabur acara vaksin vaksin alias pingsan hari liat jarum suntik,-1,-1,-1
684,punten tanya kalo perusahaan mengajukan vaksin untuk karyawan nya diajukan instansi dulu ya alurnya tau yg bantu nuhun,-1,1,-1
685,ga heran kalo bnyk yg sampe hrs meninggal krn covid jumlah yg sakit parah penanganannya msh jd tantangan besar beruntung utk yg punya akses kenalan yg bs bantu danatau punya uang smoga tmn sy bs sembuh yg lg sehat tetap sehat,1,1,1
686,pasien gejala covid pas disuruh swab tbtb blg gajadi ga batuknya pdhl td blg ada batuk pas ditanya gamau swab blg karna gapunya uang sedih bgt nangis pas tapi gabisa bantu apa,-1,-1,-1
687,semoga umat muslim tengah terkena covid disembuhkan diselamatkan allah dunia akhirat semoga umat muslim berhasil sembuh civid disehatkan dipanjangkan umur dalam ketaatan keberkahan,1,1,1
688,untuk membantu menekan risiko penularan covid coronavirus disease akibat virus korona jenis baru sarscov,-1,1,-1
689,geram rasanya mengingat koruptor bansos yg skrng diusut tuntas covid memuncak skrg banyak warga kesulitan nafkah krn ppkm darurat andai dana bansos tdk dikorupsi anggarannya cukup utk bantu rakyat yg kesulitan,-1,1,-1
690,kcg baru dikasih kucing sm temennya ortu pas dtg kucingnya tuh telur kutunya gt trs jamur dikit mendingan grooming dl vaksin dl yaa oiya kalo grooming wajib vaksin dl gmn ya makasih yg udah bantu jawab,-1,-1,-1
691,covid belumlah dikendalikan ayo tetap lakukan prokes minimal pakai masker jaga imun tetap berbahagia jaga bantu pun percaya adanya covid juga silahkan asal brisik kehidupan bisa berjalan baik,1,1,1
692,gerakan nasional donor plasma kovalesen pandemi covid merebak keberadaan plasma konvalesen jadi penting plasma kovalesen milik orang sudah sembuh covid disebut membantu proses penyembuhan yang terinveksi,1,1,1
693,negara berpenghasilan menengah bawahvaksin lahi darurat gini aja berbayar ya kalo alesannya bantu bikin cepet herd immunityitu ga terlihat jumlah vaksin yang udah disuntukin,-1,-1,-1
694,kejadian nyata wkakakakak niat bantu yg kena covid tp nyokap gua kayak dibabuin wkakakaka tetangga gatau anjir,-1,-1,-1
695,lihat status teman bpbd hari pemokomon ada nggak percaya covid bantu pemokomon apd,-1,1,-1
696,covid tambah parahsemoga bttvidyem maticdogebnbxrpxlm naik semuabiar membantu ekonomi,-1,1,-1
697,guys kira kira biaya vaksin kcg berapa ya nyiapin biayanya nih bantu jawab ya,-1,-1,-1
698,jam satu pagi melayani curhatan temen keluarganyatemennyadirinya kena covid benerbener terwujud ya hidup berdampingan covid ku senang membantu sharing cuma pake kekuatan jempol semoga lekas dipulihkan,1,1,1
699,bantu covid yasila banzatu,1,-1,1
700,keep touch teman yg kena covid tuh membantu yaa nggak nggak ngerasa sendirian stre parah gitu,1,-1,1
701,darurat dilaksanakan untuk membantu membendung covid minggu darurat tamat kes baharu,-1,1,1
702,pesanan majlis keselamatan negara pkp dilanjutkan berkuat kuasa jun jun untuk memerangi pandemik covid membantu fasiliti kesihatan,-1,1,1
703,jkt vaksin keliling yuk yg belom vaksin ayo vaksin lumayan kontribusi untuk membantu pemerintah mencoba menanggulangi kasus covid negara ini,1,1,1
704,guys minta doanya papaku papaku positive corona tolong bantu doa ya semoga papaku cepet sembuh mama adekku ga ketularan,1,-1,1
705,suasana terang secerah kabar gembira aqua turut membantu vaksinasi,1,1,1
706,kemaren chat temen cerita ibunya kena covid cari rs cari tabung oksigen udah gaada yatuhan semua gabisa kecuali berdoa bantu lewatin semua,-1,-1,-1
707,supporternya alay pemain alay grealish overrated shit bujang masuk terakhir gk guna rashford ama sancho dah suruh jadi relawan bantu vaksinasi supporter englen aja tuh rame,-1,-1,-1
708,covid menggila ya inget dlu awal psbb dirumahkan tnpa gaji berakhir dgn phk semoga ppkm darurat berhasil menekan angka covid keadaan smakin membaik,1,1,1
709,hindari corona tetaplah hidup tak berguna semangat hidup sangat memotivasi teman,1,1,1
710,sekuel perdana adaptasi animasi komputer serial anime jepang terpopuler masa pada minggu pertama rilis berhasil meraih juta layar kapasitasnya dibatasi akibat pandemi covid,1,1,1
711,klo udh vaksin tuh kek bangga aja gitu rasanya kek jd pahlawan bantu pemerintah negara,1,1,1
712,bukan takut covid ppkm darurat takut tagihan kontrakan rumah wifi utang biaya makan minum kebutuhan seharihari memangnya pemerintah pusat pemprov dki jakarta bantu kalo bantu silakan norek bank di bio plis,-1,-1,-1
713,ayoklah politikus yg kaya raya mari bantu bantu ikhlasnya untuk nakes tenaga gali kubur pasien covid yg isoman yg rawat rs,-1,1,1
714,covid berhasil merayap rumah mohon doa kami kuat menghadapinya,1,1,1
715,pak kalau minta bantuan negara yg berhasil menekan covid negaranya thailand brunei daru alam singapur vietnam china kan china ya kan pak minta bantuan aja pak,1,-1,1
716,orang pantau beberapa sosmed vaksin ga ikut prokes dibilang goblok pakai masker ga tapi nuntut biar covid ga dan bohongan kalo bantu covid elu mending diem aja rumah ga usah kemana itu membantu blok goblok hey,-1,-1,-1
717,plis banget mah sekiranya banyak hiburan selain liburan luar kemana dulu bener covid dmana ayo kalau dari sendiri lagi mau bantu pencegahan penularan,-1,1,1
718,bokap nyokap positif covid udah hari ga keluar kamar samsek hari terpaksa keluar listrik rumah bermasalah gue sm kakak gue aja gabisa manggil orang pln ga bantu rasanya kaya di film jir,-1,-1,-1
719,bebaskan hrs semua dakwaan dekati hrs untuk bersedia membantu sosialisasi vaksin corona melebihi kemampuan rezim usah malu mengakui memang mmpu,-1,-1,-1
720,influencer teori konspirasi covid ya agen tatanan dunia baru ikut membantu mengurangi populasi manusia,-1,-1,1
721,om bantu tanyain followers yg berbagi flyer vaksin untuk jadwal vaksin keduanya komit tempat dgn obat yg kan soalnya jadwal vaksin kedua berbedabeda orang thanks,-1,1,1
722,insyaallah pihak pej adun meru membantu utk mendaftarkan sebagai penerima vaksin covid kepada yg mengetahui cara mendaftar,1,1,1
723,yok teman teman lupa vaksin bantu pemerintah menangani pandemi menjaga kesehatan tubuh salah satunya dengan vaksin,1,1,-1
724,duit bikin banner siap divaksin sabi sih sebenernya bantu kasih makan orang gak punya kerjaan covid,-1,-1,-1
725,muda sehat banget menilai banget masih olahraga aku punya pikiran kena covid terus sembuh alasannya biar donor darah untuk yang butuh donor yang pernah kena covid beresiko ya aku pingin bantu,1,1,1
726,kalo ketemu orang yg bilang lo gag usah vaksin covid gag serem santai aja mikirnya gini aja org yg ngomong gitu kalo lo keluarga lo sampe sakit akan ngapain bantu tanggung jawab,-1,-1,-1
727,bukti meyakinkan saya tidak tahu itu bukan mempertanyakan realitas covid tingkat keparahan pandemi menimbulkan rasa takut untuk membantu membenarkan keadaan darurat tindakan terkait,-1,-1,-1
728,diminta jd relawan covid kok tp gatau jg klo dokter gigi bantu hehe,-1,1,1
729,hallo semisal lewat ditl bantu doa salah satu kerabatku hari beliau kritis covid sedang memerlukan pendonor plasma darah boleh bisa bantu doa aku semoga hari tensiku normal bisa donor plasma terimakasih,1,1,1
730,sekecilkecil usaha bantu negara melawan kawalan kendiri,-1,-1,-1
731,berita duka minggu malam bapak dilarikan rs sesak nafas disertai batuk keringdi icu diberikan perawatan oksigen untuk membantu pernapasan senin pagi dilakukan swab untuk memastikan terpapar covid tidaksenin pukul malam hasil swab negative cov,-1,1,-1
732,grup pak personil unit org kena covid boleh minta bantu dr unit bapak ngajak kerja ngajak jihad nih pekerjaannya yg dihentikan orgnya yg diganti kambing kambing,-1,1,-1
733,sop untuk yg pergi vaksin bawa ahli keluarga vaksin membantu org utk vaksin perlu dijelaskan terutama vaksin az ramai yg perlu bergerak jauh lokasi kediaman merentas daerah yg perlu bawa ibu bapa dll kerana upaya pergi,-1,1,1
734,untuk yg kmrn vaksin tgl juni sudirman ballroom bdg vaksin tgl juli spocentre arcamanik bekas pacuan kuda ya harap datang sesuai tanggal yg sms ya yuk antri prokes spy sehat smua tlg bantu sebarkan ya thx,1,1,1
735,rasanya dihantam batu besarmenimpa tubuhku juni mendapat kabar kakak iparku meninggaldan terkonfirmasi covid yg pernah ku berkutat setahun yll merasa tdk berguna utk menolong keluargaku kasian dg pasanganku tuhan jagai,-1,1,-1
736,berhasil dapet kuota vaksin,1,-1,1
737,yogi artis rap terkenal album vallavan dalam proses membantu mangsa covid,-1,1,1
738,wali kota surabaya komitmen bantu pemprov provinsi jatim pertahankan vaksinasi tertinggi,1,-1,1
739,ditengah narasi yg cenderung fitnah covid moro datang seng iso menghidupkan orang meninggal lhoocur dajal,-1,-1,-1
740,pengen gt orang yg gapercaya covid bantu nakes tp gapake masker apd,1,-1,1
741,aturan nya sama di negara berhasil hanya taat aturan ya yuk vaksin dan dukung,1,-1,1
742,indonesia langsung bangkit ulang kami bantu hentikan pandemi mengikuti vaksinasi dapat menghimpit angka penularan covid bangkit lawan pandemi,-1,1,-1
743,hari yll pas pulang dinas keluar dr parkiran kaget krn yg antri igd unt dpt kamar mulai kemarin rs penuh rs pun isolasi penuh sedih bgt kasihan yg membutuhkan alat bantu napas ngono yo sek enek sng ga percoyo covid ki,-1,-1,-1
744,hari merhatiin angka covid indo bener turun ya vaksinnya berhasil gmn,-1,-1,1
745,covid banjir lainlain bencana wabah penyakit halhal wajar untuk dijadikan bahan olokolokan bisa kena semua bisa bantu untuk hadapi ujianujian manusialah memilih,-1,-1,-1
746,mendukung vaksin gotong royong yg bantu kimia farma dengan mempunyai semangat untuk bersatu indonesia kuat melawan pandemi,1,1,1
747,percayakah mati berjatuhan jalanjalan wuhan china adalah covid ternyata china rrc berhasil membuat pembodohan seluruh dunia jawabannya itu sandiwara elite global komunis china,-1,-1,-1
748,mungkin anak koruptor lelang rumah milliar bantu pasien covid,-1,-1,-1
749,yang ragu sebenarnya tolong vaksin selamatkan lo orangorang terdekat lo yang bantu sebarkan informasi vaksin ingatkan orangorang terdekat vaksin,-1,-1,-1
750,abis dicium binar enaknya jadi inget pas covid gk ki ki alhamdulilah berhasil gak nularin toddler tidur sekasur ama gw ngapangapain gw,1,-1,-1
751,ngerasa seneng bgt bantu orang jd kembaran pacarku vaksin trs tiba pusing muntah brangkat naik motor akhirnya dijemput pacarku trs bantuin bawa pulang motornya rumahnya dia ga berhenti makasih aku,1,-1,1
752,nakes diluar yang berjuang tetap semangat ya cuma bantu diem dirumah jaga pola hidup plus vaksinasi gapapa lumutan yg penting nggak ngebebanin terima kasih yaa nakes,1,1,1
753,disuruh lockdown nurut smpe gk kerja puasa makan smpe tagihan numpuk disuruh pake masker nurut smpe beribadah pke disuruh vaksin nurut gk jelas vaksin berguna enggak gk mudik nurut hidup nurut mulu cape mbangkang yuk,-1,-1,-1
754,covid meningkat yg disalahkan rakyat kalau covid berhasil kalahkan yg puji presiden,-1,-1,-1
755,bantu bumil cari rs sesuai kebutuhan melahirkan positif covid gejala berat belum waktu lahiran gak dapet akhirnya melahirkan ternyata tetep dipanggil kuasa banyak kehilangan tragis,-1,-1,-1
756,dlam kesempatan iniih rangga bercerita hampir bln berjualan donat keliling membantu ekonomi keluarganya yg terdampak pandemi covid,1,1,1
757,karna tau kan imbas covid bnyk bgt yg kena dampak ekonominya mereka kesulitan untuk memenuhi kebutuhan seharinya mari bantu,-1,-1,-1
758,kemarin hari gue sempet jengah dg macam berita covid muak tiap liat bikin stres tp lamalama gue sadar temen gue minta tolong minta cariin oksigen obat dll gue tau memang saling bantu situasi kaya gini,-1,-1,1
759,kondisi warga palestina ini digempur serangan militer israel lagi ditambah angka kasus covid yg tinggi tdk bantu materilfisik cukup berdoa minta perlindugan untk sdr dsna panjang umur perjuangan sdrku,1,-1,1
760,dr tirta drtirta memiliki hati mulia terlihat menjadi relawan covid sekarang sering membantu pengusaha ini,1,1,1
761,riset lowy institute terkait penanganan pandemi covid global setahun terakhir menjadikan selandia baru vietnam taiwan tiga negara dianggap berhasil menangani penyebaran covid indonesia urutan dari negara,1,1,-1
762,pandemic covid ada satu ngo menawarkan dewan utk dijadikan pusat kuarantin disamping membantu meringankan beban dan persatuan cina kelantan byk berpolitik,1,-1,1
763,pernah bosan disiplin mengikuti protokol kesehatan pernah lelah membantu di tengah pandemi covid,-1,1,-1
764,bisa ya aturan gak dapet bansos gak vaksin gila kali ya jelas org gak vaksin gara emg gak akses kesempatannya aja bantu org ribet bgt kburu mati kelaperan kali jahat bgt,-1,-1,-1
765,berhasil daftarin bokap nyokap bestie nya untuk vaksin berasa jadi anak berbakti sepluit,1,1,1
766,curiga deh berobat hiv bayar jt bpjs uda nol gue curiga kalo gua covid pihak rs gaada yg ngasi tau hasil swab dari ada yg bantu langsung wisma atlet plis mohon di bantu,-1,-1,-1
767,pju polda jatim pju kodam brawijaya ikut turun langsung bangkalan guna membantu penanganan covid loh,1,1,1
768,menangani covid tugas mulia membantu orang jga besoknya dibantu org,1,1,1
769,zoo yg vaksin kucingnya amore clinic ada tanya ada biaya tambahan ga yaa biaya vaksinnya makasih yg udh bantu jawab,1,1,1
770,olowooza ebikwata ku kugema covid bibunyisiddwa mu bantu ekimala,1,-1,1
771,resipien plasma konvalesen usia perempuan goldar sukoharjo,1,-1,1
772,minta bantu doanya kakek ku positif covidskrg udah icu minta doa nya kakek kuat lawan penyakit nya,1,-1,1
773,tujuan utama gue sembuh covid supaya semisal yg butuh donor darah gue membantu,1,-1,1
774,telah mempelajari mendapatkan panduan untuk menghadapi pembelajaran tahun ajaran membantu untuk implementasi pembelajaran masa pandemi covid,1,1,1
775,doakan membantu dan keluarga bentuk apapun semoga terhindar covid kanggo sek jenenge dubruk sik gaweane rasan rasan neng mburi mugo mugo kowe sak omah keno korono jingan,1,1,1
776,mbah parah sakitnya bantu ngurusin sempet ga sadar dibawa igd mlh kedaapatan positif covid lewat swab antigen karna ga tega klo isolasi rs yg gaboleh ditunggu keluarga pilih karantina mandiri,-1,-1,-1
777,membaca postingan vero fb yg memohon org papua melakukan vaksinasi cek komennya ya tuhan betapa hoaks skrg berhasil membunuh pelan pelan penyebar hoaks pembunuh,-1,-1,-1
778,kebermanfaatan efikasi vaksin berhasil utk mencegah gejala berat mencegah masuk icu mencegah kematian,1,-1,1
779,vaksin sekali menjamin bakal kebal ancaman infeksi covid vaksin membantu menghindarkan dari gejala berat terinfeksi,-1,1,-1
780,mari bantu untuk tdk menyebar wabah dng dirumah sajasituasi gawat corona,-1,1,-1
781,sesiapa parents jauh ada makcik pakcik umur gt yg perlukan bantuan pendaftaran vaksin az bantuan bawa ppv hari temujanji hubungi insyaallah bantu terbuka untuk yg stay daerah petaling ye,1,-1,1
782,gubernur dki jakarta anies baswedan mengaku pemprov dki berhasil menekan jumlah kasus covid wilayahnyasaat dki jakarta terkonfirmasi masuk provinsi memiliki jumlah kasus baru covid tertinggi indonesia kasus covid,1,-1,1
783,banyak orang konsumsi ivermectin orang terkena covid berhasil sembuh banyak orang klaim sembuh ivermectin statement aja jelas klo korelasi bukan akibat,-1,-1,-1
784,pagi gue udah divaksin seneng banget membantu meringankan beban pemerintah cara taat prokes melaksanakan vaksinasi belum vaksin lupa ya taati prokes,1,-1,1
785,dear covidiot kalo ga percaya covid bantuin makamin jenazah yg katanya korban pandemi sama tolong bantu salurin makanan rumah lagi isoman pake masker ya ga percaya,-1,-1,-1
786,mudik era covid vibesnya udah kayak awadays berhasil tembus,1,-1,1
787,halo maaf dateng dateng bawa hawa gaenak minta bantu doanya gak mamaku positif covid sama sekeluargaku cek besok pagi boleh minta bantu doa kesembuhan mamaku semoga keluargaku gak yang kena gak makasih,-1,-1,-1
788,kalo lo ga ikut bantu korban covid ata nakes setidak nya lo bs bantu jaga lo keluarga lo jangan kena covid gitu aja,-1,-1,-1
789,para mati perasaan hargai perjuangannya dukung menuju kemenangan melawan covid menambah gaduh tak bantu cukup diam paham jokowi beserta jajarannya sanggup tetap lanjut lepas musibah,1,-1,-1
790,udh masuk selasa jd kemaren hari senen gue menghabiskan waktu jam utk bantu cariin icu covid utk sodara gue bener bener gak dapet,-1,-1,-1
791,dahlah mau ngonten vaksin aja ayo guy kalo dapet kesempatan daftar sbg penerima vaksin daftar ya lumayan banget loh hemat budget dibanding vaksin mandiri tentunya membantu untuk pencapaian herd immunity,1,1,1
792,moots tolong bantu doanya untuk kesembuhan guru silat keluarganya yg positif covid untuk keluarganya ini isoman dirumah guru lagi ugd semalam kondisinya drop dan terkena serangan stroke,-1,1,-1
793,seneng bgt gua yg lg isoman krn covid konsul gua merasa berguna wkwk,1,1,1
794,penasaran berapa ya untungan di luar yang berhasil ngimpor vaksin indonesia,-1,-1,-1
795,ibuku obat covid kuwi kerjo mangan masker rongokno jare dokter tirta edukasi berhasil ya dok nyampek ibu,1,-1,-1
796,dari sekilas berita partai partai islam mulai ikut membantu warga mohon punya relasi dg ustad kyai baik memiliki pesantren majelis talim dapat melakukan tabayun terkait pandemi covid hentikan provokasi bentuk apapun,-1,-1,-1
797,menantinanti updatean covid harian tim lockdown akhir pekan hari pertama hari berhasil menurunkan grafik jrrengjrengjrengg,-1,1,1
798,minimal gak bantu terdampak covid kurang kurangin posting liburan kemewahan disaat saudaramu lain mikir makan cukup empati jaga sambil berdoa pandemi berakhir,-1,-1,-1
799,sedih banget gak sih dimana orang kebingungan cari uang ppkm kalo nggak ppkm angka covid terus naik guys kalo lihat pemulung orang sekiranya kurang ayo bantu kasih uang atau makanan,-1,-1,-1
800,klu qodari dkk otaknya cerdas ngapain bikin relawan jokpro utk capres periode yg inkonstitusional mending deklarasi relawan covid membantu pemerintah guna menggerakan rakyat utk taat melaksanakan prokes,1,1,1
801,udah dua aja org deket yg bilang vaksin gak berguna ya allah,-1,-1,-1
802,peran pemerintah membantu rakyat diambil alih rakyat sipil yg dermawan,1,1,1
803,awal covid thn sy memutuskan unk bs menjd volenteer daerah bs membantu bnyk org susah jg dpt menghindari dr dr maraknya covidinfo covid dllsethn tlh berll berhrp covid semaq reda nmn ktk keluar dr pedalaman lbh parah dr awalnya pingin balik ah,1,-1,-1
804,kena covid gejalanya mual terus adaa bisa bantu cara atasinya gimana nuhun,-1,-1,-1
805,pandemi gue jadi belajar skinkeran omg ternyata covid berguna,1,1,1
806,random banget mikir ga yaa org yg butuh darah ab pen gitu donor ato bantu klo mo langsung donor takut rumah sakitnya gegara covid ginii,-1,-1,-1
807,presiden erdogan turki berhasil melewati pandemi covid tumbuh menjadi kuat,1,1,1
808,terjangkit covid selamanya buruk menjadi vaksin alami kamu berhasil survive matahari menghangatkanmu menghancurkanmu wanita bisa menggandengmu sorga bisa menyeretmu neraka sesungguhnya tiada benarsalah absolut madyapada,-1,-1,-1
809,alasan gabisa ditemuin abis vaksin takut covid padahal mahasiswa udah prokes blg grup bimbingan via zoom gaboleh yg kekampus tp beberapa anak bimbinganya kampus terima aja ah bantu smp dah jalan bab vi kuesioner jg di bantuin,-1,-1,-1
810,bantu urusin nggak beliin dryfoodwetfood snack nggak beliin bajushampooharne kandangpopoktmpt makan minum dll dll dll nggak bayarin vet vaksin mandiin bulan obat cacingnya dll dll nggak tp bacotnya gede bgt heran,-1,-1,-1
811,komunikasi membantu mempertahankan kepercayaan vaksin salah satu cara terbaik untuk mengatasi kekhawatiran orang mendapatkan vaksinasi dengan merujuk ke yang percayai,1,1,1
812,ini menteri kesehatan minta gubernur untuk membantu bupati mengatasi covid wilayahnya,1,1,-1
813,baik rumah hindari corona tetaplah hidup tidak berguna,-1,-1,-1
814,negara sahabat kirim oksigen utk membantu penanganan covid india disisi ada yg inisiatif kirim surat minta bantuan luar negeri dikatakatain,-1,1,1
815,malam jam dah tidur bangun jam lima awak seger siap membantu biar segra bebas,1,1,1
816,covid bokap keren deh bantubantu orang dapetin swab tabung oksigen gratis,1,1,1
